HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,SIDE,LAKE,ENDO,COAST,ORDER,SORT,t_lag_h,D_test_h,D_ddf_h,cen_x,cen_y,arf,thr_pt,thr_mm
2060009960,0,2060009960,2060009960,0.0,0.0,1634.8,1634.8,213073,M,0,0,1,0,387,14.97473233898613,12.0,12.0,22.338246823286255,40.1903267754449,0.9472902423422478,129.14939395524766,122.34196069822099
2060010040,0,2060010040,2060010040,0.0,0.0,10842.9,10842.9,213074,M,0,0,0,1,388,30.732492292318426,12.0,12.0,22.157139852519684,39.57791646321618,0.9110484277688573,63.46803807807495,57.822456304604145
2060010050,0,2060010050,2060010050,0.0,0.0,61397.4,61397.4,213075,M,0,0,1,0,389,59.39357978905069,12.0,12.0,22.218503837652484,38.516644965277806,0.8611932534012232,70.36441466494065,60.59735918897298
2060011730,0,2060011730,2060011730,0.0,0.0,6808.2,6808.2,213076,M,0,0,0,1,390,25.751040709904704,12.0,12.0,20.338649283678528,40.24583333333335,0.9214145769499982,102.14391309412049,94.11689047163641
2060011740,0,2060011740,2060011740,0.0,0.0,154.5,154.5,213077,M,0,0,1,0,391,6.10991731861601,6.10991731861601,6.0,19.445762288438917,40.73958333333336,1.0,66.5139288279365,66.5139288279365
2060011750,0,2060011750,2060011750,0.0,0.0,6123.4,6123.7,213078,M,0,0,0,1,392,24.734765303013482,12.0,12.0,20.27631818395544,40.66666666666669,0.9236251074039856,76.13765740748457,70.3226520004758
2060011760,0,2060011760,2060011760,0.0,0.0,8853.2,8853.2,213079,M,0,0,1,0,393,28.453822244120587,12.0,12.0,19.851955497577634,41.47180413140194,0.9156999325964801,128.68538211821757,117.83719573180412
2060011990,0,2060011990,2060011990,0.0,0.0,16811.5,17226.4,213080,M,0,0,0,1,394,36.643456233103635,12.0,12.0,20.424949849319724,41.868650147852414,0.8995818867612401,82.97077041671176,74.63900219749924
2069004820,2060011990,2060011990,2060011990,40.4,40.4,375.5,3884.2,213080,M,1,0,0,2,395,20.80544989293285,12.0,12.0,19.306110507233882,42.19280222739001,0.9325461130888621,119.91058533444388,111.82215027184596
2069005260,2060011990,2060011990,2060011990,287.0,287.0,347.9,1038.2,213080,M,1,0,0,1,396,12.601704709762506,12.0,12.0,20.73076782529042,41.04213430932565,0.954130763309368,47.387479664992775,45.213852144066706
2060012000,0,2060012000,2060012000,0.0,0.0,2478.7,2478.7,213091,M,0,0,1,0,397,17.54072810935113,12.0,12.0,16.906258637421892,42.94329986572268,0.9405218191901926,93.99791699665855,88.40709189378602
2060012180,0,2060012180,2060012180,0.0,0.0,7324.8,7324.8,213092,M,0,0,0,1,398,26.476763880517243,12.0,12.0,17.80833333333336,43.41875000000003,0.919857479656623,144.44594472510687,132.8696826614567
2060012190,0,2060012190,2060012190,0.0,0.0,1902.9,1902.9,213093,M,0,0,1,0,399,15.86428767565214,12.0,12.0,16.64687726133616,43.32500000000003,0.9448828716515816,99.71971666433453,94.22345224207848
2060012250,0,2060012250,2060012250,0.0,0.0,5089.0,5089.0,213094,M,0,0,0,1,400,23.054878656949636,12.0,12.0,16.902236249642073,43.83497102525503,0.9273616730573578,96.24791335761942,89.25662595960156
2060012260,0,2060012260,2060012260,0.0,0.0,1443.1,1443.1,213095,M,0,0,1,0,401,14.281543649735212,12.0,12.0,16.26182245443085,43.60830103556319,0.9492192242528313,96.00767407078821,91.13232990379225
2060012300,0,2060012300,2060012300,0.0,0.0,2520.0,2520.0,213096,M,0,0,0,1,402,17.65121947277073,12.0,12.0,16.02693962830848,44.00420438978411,0.9402415083451646,83.40431571902512,78.42019961415251
2060012310,0,2060012310,2060012310,0.0,0.0,16101.5,16101.5,213097,M,0,0,1,0,403,35.715087401225546,12.0,12.0,15.28777465632388,44.7930114746094,0.9013310743203315,80.64794715726886,72.69050085299047
2060012690,0,2060012690,2060012690,0.0,0.0,3835.1,3835.1,213098,M,0,0,0,1,404,20.705115269099654,12.0,12.0,13.67916732352461,46.0104166666667,0.9327827125629669,136.65884753243472,127.47301049703337
2060012700,0,2060012700,2060012700,0.0,0.0,602.2,602.2,213099,M,0,0,1,0,405,10.245755665765103,10.245755665765103,10.0,13.272128254626633,45.9298985799154,0.9590683513234466,104.47202192208003,100.19580982423626
2060012730,0,2060012730,2060012730,0.0,0.0,13520.9,13520.9,214010,M,0,0,1,0,406,33.421399960966134,12.0,12.0,12.493290421567991,45.9395313686795,0.9057324295885538,116.38538850970914,105.41402070350662
2060012960,0,2060012960,2060012960,0.0,0.0,4810.8,4811.0,214020,M,0,0,0,1,407,22.56794137943143,12.0,12.0,11.519791666666688,45.72500000000003,0.9284654317734055,112.40381095458048,104.36305287092081
2060012970,0,2060012970,2060012970,0.0,0.0,45.6,45.6,214030,M,0,0,1,0,408,3.8428121012516336,3.8428121012516336,4.0,12.294708778690023,45.2415198432075,1.0,64.02260733567721,64.02260733567721
2060012980,0,2060012980,2060012980,0.0,0.0,14459.7,14459.7,214040,M,0,0,0,1,409,34.28491182174987,12.0,12.0,11.124496777859523,46.05338660346139,0.9040617164665777,62.404783349813556,56.41777555095735
2060012990,0,2060012990,2060012990,0.0,0.0,167.5,167.5,214050,M,0,0,1,0,410,6.300400216591856,6.300400216591856,6.0,12.31218473466776,45.04489746093753,0.9816410873070407,70.02131279409035,68.73579762585724
